Lambda(micron),Flux(Jy)
1.699374981201253831e+01,2.857141094971736295e-01
1.699624981195665896e+01,2.867719638762523671e-01
1.699874981190077960e+01,2.864597502283777186e-01
1.700124981184490025e+01,2.863380584172930399e-01
1.700374981178902090e+01,2.859167863815766375e-01
1.700624981173314154e+01,2.864876847375161795e-01
1.700874981167726219e+01,2.859052670059842316e-01
1.701124981162138283e+01,2.852964424691341039e-01
1.701374981156550348e+01,2.859075698272952604e-01
1.701624981150962412e+01,2.860901963419547056e-01
1.701874981145374477e+01,2.856062139633009367e-01
1.702124981139786541e+01,2.858890051474624605e-01
1.702374981134198606e+01,2.857054763621971194e-01
1.702624981128610671e+01,2.862178732899799960e-01
1.702874981123022735e+01,2.865031889537345000e-01
1.703124981117434800e+01,2.884885348681491823e-01
1.703374981111846864e+01,2.892820366358710427e-01
1.703624981106258929e+01,2.878507793891387778e-01
1.703874981100670993e+01,2.871135634271703152e-01
1.704124981095083058e+01,2.858547559998665943e-01
1.704374981089495122e+01,2.848423693110702648e-01
1.704624981083907187e+01,2.850562242830099180e-01
1.704874981078319252e+01,2.857647993449273782e-01
1.705124981072731316e+01,2.848626059730157145e-01
1.705374981067143381e+01,2.854702722367349899e-01
1.705624981061555445e+01,2.856927026252046864e-01
1.705874981055967510e+01,2.859506838529725092e-01
1.706124981050379574e+01,2.854200884199116772e-01
1.706374981044791639e+01,2.860950240109285114e-01
1.706624981039203703e+01,2.852289458451164328e-01
1.706874981033615768e+01,2.863175335610809724e-01
1.707124981028027833e+01,2.863409426284464487e-01
1.707374981022439897e+01,2.864940936331055177e-01
1.707624981016851962e+01,2.855444081106076615e-01
1.707874981011264026e+01,2.863656166117121149e-01
1.708124981005676091e+01,2.857739041158755544e-01
1.708374981000088155e+01,2.858720757425184944e-01
1.708624980994500220e+01,2.857471375835621274e-01
1.708874980988912284e+01,2.865539277399511975e-01
1.709124980983324349e+01,2.869171519792085290e-01
1.709374980977736413e+01,2.861970715994635039e-01
1.709624980972148478e+01,2.866275343576382140e-01
1.709874980966560543e+01,2.879694048106942184e-01
1.710124980960972607e+01,2.901320520304478956e-01
1.710374980955384672e+01,2.891979308154833395e-01
1.710624980949796736e+01,2.868988503537086010e-01
1.710874980944208801e+01,2.867068683741199053e-01
1.711124980938620865e+01,2.859659311267355175e-01
1.711374980933032930e+01,2.846368477685924936e-01
1.711624980927444994e+01,2.854971236325573591e-01
1.711874980921857059e+01,2.860255437894402286e-01
1.712124980916269124e+01,2.866404160440685356e-01
1.712374980910681188e+01,2.851587615445548840e-01
1.712624980905093253e+01,2.862724121528804622e-01
1.712874980899505317e+01,2.859117747723154968e-01
1.713124980893917382e+01,2.863439736483112119e-01
1.713374980888329446e+01,2.854545568300474456e-01
1.713624980882741511e+01,2.867965963722650669e-01
1.713874980877153575e+01,2.856198849229344416e-01
1.714124980871565640e+01,2.856955245157050682e-01
1.714374980865977705e+01,2.860117977870577644e-01
1.714624980860389769e+01,2.872971480661383747e-01
1.714874980854801834e+01,2.865894698706537014e-01
1.715124980849213898e+01,2.866235224096234102e-01
1.715374980843625963e+01,2.864838564899465090e-01
1.715624980838038027e+01,2.867135217322336338e-01
1.715874980832450092e+01,2.865882659082990003e-01
1.716124980826862156e+01,2.866095796932151551e-01
1.716374980821274221e+01,2.867254544969594088e-01
1.716624980815686285e+01,2.866827444472815345e-01
1.716874980810098350e+01,2.870907609954760908e-01
1.717124980804510415e+01,2.866560978437977525e-01
1.717374980798922479e+01,2.871491182375977558e-01
1.717624980793334544e+01,2.869295450049683671e-01
1.717874980787746608e+01,2.868545078933315562e-01
1.718124980782158673e+01,2.864746382546507486e-01
1.718374980776570737e+01,2.866034226827323117e-01
1.718624980770982802e+01,2.860862927095685904e-01
1.718874980765394866e+01,2.864104908570597741e-01
1.719124980759806931e+01,2.866931031837661181e-01
1.719374980754218996e+01,2.866540622775269331e-01
1.719624980748631060e+01,2.863551357532180819e-01
1.719874980743043125e+01,2.864772294503939443e-01
1.720124980737455189e+01,2.859643488567631953e-01
1.720374980731867254e+01,2.861849258402409113e-01
1.720624980726279318e+01,2.869319037202365807e-01
1.720874980720691383e+01,2.881278618600847663e-01
1.721124980715103447e+01,2.870755499845235592e-01
1.721374980709515512e+01,2.863725213045472118e-01
1.721624980703927577e+01,2.866812888659706071e-01
1.721874980698339641e+01,2.879650585047597855e-01
1.722124980692751706e+01,2.881682795776951411e-01
1.722374980687163770e+01,2.899114736839698558e-01
1.722624980681575835e+01,2.902232165417166776e-01
1.722874980675987899e+01,2.882669918814436127e-01
1.723124980670399964e+01,2.868821545650713234e-01
1.723374980664812028e+01,2.873928144932686446e-01
1.723624980659224093e+01,2.868072586323985873e-01
1.723874980653636158e+01,2.875211959443852994e-01
1.724124980648048222e+01,2.868886259913195347e-01
1.724374980642460287e+01,2.863841469709403897e-01
1.724624980636872351e+01,2.868604656734027869e-01
1.724874980631284416e+01,2.879060034347979968e-01
1.725124980625696480e+01,2.870730108758060561e-01
1.725374980620108545e+01,2.868382333817278695e-01
1.725624980614520609e+01,2.882921130060295822e-01
1.725874980608932674e+01,2.856290288454126358e-01
1.726124980603344738e+01,2.847003696067582634e-01
1.726374980597756803e+01,2.866220535770993005e-01
1.726624980592168868e+01,2.870977562448808751e-01
1.726874980586580932e+01,2.864160507449372006e-01
1.727124980580992997e+01,2.862023336771097881e-01
1.727374980575405061e+01,2.866055245105890714e-01
1.727624980569817126e+01,2.865670029006051056e-01
1.727874980564229190e+01,2.863571729968522050e-01
1.728124980558641255e+01,2.864395826286045277e-01
1.728374980553053319e+01,2.863134431571347505e-01
1.728624980547465384e+01,2.862889566407200159e-01
1.728874980541877449e+01,2.872077353804027844e-01
1.729124980536289513e+01,2.874380378102974198e-01
1.729374980530701578e+01,2.874748152129383283e-01
1.729624980525113642e+01,2.867065609968776907e-01
1.729874980519525707e+01,2.867147927903251348e-01
1.730124980513937771e+01,2.877364817025945265e-01
1.730374980508349836e+01,2.878945490648981420e-01
1.730624980502761900e+01,2.876764559257961040e-01
1.730874980497173965e+01,2.872935445719601577e-01
1.731124980491586030e+01,2.876879791828232946e-01
1.731374980485998094e+01,2.887622851614037311e-01
1.731624980480410159e+01,2.880971855996538045e-01
1.731874980474822223e+01,2.872961682400661521e-01
1.732124980469234288e+01,2.872214454336090572e-01
1.732374980463646352e+01,2.894363349006246477e-01
1.732624980458058417e+01,2.889784085289085480e-01
1.732874980452470481e+01,2.874501729152552643e-01
1.733124980446882546e+01,2.873228490320999251e-01
1.733374980441294611e+01,2.881724047466188710e-01
1.733624980435706675e+01,2.880855466464506409e-01
1.733874980430118740e+01,2.876153818772234083e-01
1.734124980424530804e+01,2.871014022231719864e-01
1.734374980418942869e+01,2.885081228453105218e-01
1.734624980413354933e+01,2.881316516438346964e-01
1.734874980407766998e+01,2.882044205008061355e-01
1.735124980402179062e+01,2.879368965425657123e-01
1.735374980396591127e+01,2.914764300112789863e-01
1.735624980391003191e+01,2.977925389346756102e-01
1.735874980385415256e+01,2.950938230560009035e-01
1.736124980379827321e+01,2.897651622229813761e-01
1.736374980374239385e+01,2.891119023165608093e-01
1.736624980368651450e+01,2.887233013081573763e-01
1.736874980363063514e+01,2.882128899636356434e-01
1.737124980357475579e+01,2.881479370119674477e-01
1.737374980351887643e+01,2.881297241435498702e-01
1.737624980346299708e+01,2.886164692704005219e-01
1.737874980340711772e+01,2.885470591490718606e-01
1.738124980335123837e+01,2.891463307737625055e-01
1.738374980329535902e+01,2.888633574432821205e-01
1.738624980323947966e+01,2.892277524618296347e-01
1.738874980318360031e+01,2.886547316625094894e-01
1.739124980312772095e+01,2.887431330986298117e-01
1.739374980307184160e+01,2.890844298433078441e-01
1.739624980301596224e+01,2.890109682726018647e-01
1.739874980296008289e+01,2.886744481327603862e-01
1.740124980290420353e+01,2.899678065041871866e-01
1.740374980284832418e+01,2.900543375892428166e-01
1.740624980279244483e+01,2.895604063269131001e-01
1.740874980273656547e+01,2.890088041248139450e-01
1.741124980268068612e+01,2.897980116682986607e-01
1.741374980262480676e+01,2.900280821016960608e-01
1.741624980256892741e+01,2.900130045766233788e-01
1.741874980251304805e+01,2.885738641443528762e-01
1.742124980245716870e+01,2.895460645298240654e-01
1.742374980240128934e+01,2.903782996642658154e-01
1.742624980234540999e+01,2.896488824965408049e-01
1.742874980228953063e+01,2.888358000494583577e-01
1.743124980223365128e+01,2.893435836113708026e-01
1.743374980217777193e+01,2.895133466255319643e-01
1.743624980212189257e+01,2.899580113992185626e-01
1.743874980206601322e+01,2.896158913932898593e-01
1.744124980201013386e+01,2.889933115845663703e-01
1.744374980195425451e+01,2.896819766943860008e-01
1.744624980189837515e+01,2.904458725193646562e-01
1.744874980184249580e+01,2.886915959180437752e-01
1.745124980178661644e+01,2.891338217569033309e-01
1.745374980173073709e+01,2.903331036241749707e-01
1.745624980167485774e+01,2.905769449293897910e-01
1.745874980161897838e+01,2.908963350208537690e-01
1.746124980156309903e+01,2.898048176021494338e-01
1.746374980150721967e+01,2.892693509702643495e-01
1.746624980145134032e+01,2.897338886270081626e-01
1.746874980139546096e+01,2.894453544591595318e-01
1.747124980133958161e+01,2.895838391357595243e-01
1.747374980128370225e+01,2.894254685946743288e-01
1.747624980122782290e+01,2.897306453312079033e-01
1.747874980117194355e+01,2.901372069148249189e-01
1.748124980111606419e+01,2.907244775919486934e-01
1.748374980106018484e+01,2.901405397237837303e-01
1.748624980100430548e+01,2.908618572644144917e-01
1.748874980094842613e+01,2.902200559223510612e-01
1.749124980089254677e+01,2.902862916090963030e-01
1.749374980083666742e+01,2.908859753633891154e-01
1.749624980078078806e+01,2.911235349433161645e-01
1.749874980072490871e+01,2.911240747331378387e-01
1.750124980066902936e+01,2.925365963614245390e-01
1.750374980061315000e+01,2.941115531905941216e-01
1.750624980055727065e+01,2.929884547181425547e-01
1.750874980050139129e+01,2.916114453162240161e-01
1.751124980044551194e+01,2.910585156463728618e-01
1.751374980038963258e+01,2.916533438934690858e-01
1.751624980033375323e+01,2.918085418267682418e-01
1.751874980027787387e+01,2.920141728299578965e-01
1.752124980022199452e+01,2.919139192206421374e-01
1.752374980016611516e+01,2.919546693533374704e-01
1.752624980011023581e+01,2.920692172853761592e-01
1.752874980005435646e+01,2.925140539849352406e-01
1.753124979999847710e+01,2.928258189046425986e-01
1.753374979994259775e+01,2.923439215900516253e-01
1.753624979988671839e+01,2.945362632340939313e-01
1.753874979983083904e+01,2.925610692331886975e-01
1.754124979977495968e+01,2.924769084409937214e-01
1.754374979971908033e+01,2.922082084973014471e-01
1.754624979966320097e+01,2.927276073710234350e-01
1.754874979960732162e+01,2.929121455474852920e-01
1.755124979955144227e+01,2.926223908210167091e-01
1.755374979949556291e+01,2.927073383141134966e-01
1.755624979943968356e+01,2.925720345704952985e-01
1.755874979938380420e+01,2.928016035429156783e-01
1.756124979932792485e+01,2.930109252321746460e-01
1.756374979927204549e+01,2.954046772907401586e-01
1.756624979921616614e+01,2.972522508040156275e-01
1.756874979916028678e+01,2.955816064620523931e-01
1.757124979910440743e+01,2.933713027594533340e-01
1.757374979904852808e+01,2.922529977049152516e-01
1.757624979899264872e+01,2.920430352956850939e-01
1.757874979893676937e+01,2.920099500012920957e-01
1.758124979888089001e+01,2.920284560732275270e-01
1.758374979882501066e+01,2.919391727664512048e-01
1.758624979876913130e+01,2.923853578882000814e-01
1.758874979871325195e+01,2.926464457720635015e-01
1.759124979865737259e+01,2.929790464594216326e-01
1.759374979860149324e+01,2.928490127904563867e-01
1.759624979854561388e+01,2.935165047685458495e-01
1.759874979848973453e+01,2.933927546909030903e-01
1.760124979843385518e+01,2.932446513020481316e-01
1.760374979837797582e+01,2.934450128777115752e-01
1.760624979832209647e+01,2.930960587998960865e-01
1.760874979826621711e+01,2.935174687565504370e-01
1.761124979821033776e+01,2.934329417873163814e-01
1.761374979815445840e+01,2.942707889246360953e-01
1.761624979809857905e+01,2.936927728222873402e-01
1.761874979804269969e+01,2.933401211550124010e-01
1.762124979798682034e+01,2.943002458390108211e-01
1.762374979793094099e+01,2.941979378038087067e-01
1.762624979787506163e+01,2.953986888023223956e-01
1.762874979781918228e+01,2.968568193259946142e-01
1.763124979776330292e+01,2.968397217849851888e-01
1.763374979770742357e+01,2.948041507965947772e-01
1.763624979765154421e+01,2.945295484693096211e-01
1.763874979759566486e+01,2.931786498695524434e-01
1.764124979753978550e+01,2.925602809855286646e-01
1.764374979748390615e+01,2.931215107530825703e-01
1.764624979742802680e+01,2.946182656773276287e-01
1.764874979737214744e+01,2.944955167100675175e-01
1.765124979731626809e+01,2.929472995933892210e-01
1.765374979726038873e+01,2.931189866644800524e-01
1.765624979720450938e+01,2.940756635129239682e-01
1.765874979714863002e+01,2.937498716467245030e-01
1.766124979709275067e+01,2.924965806531324430e-01
1.766374979703687131e+01,2.931710897695118390e-01
1.766624979698099196e+01,2.935654131105207565e-01
1.766874979692511261e+01,2.934998109495677854e-01
1.767124979686923325e+01,2.933991124923568394e-01
1.767374979681335390e+01,2.938220218703939679e-01
1.767624979675747454e+01,2.931182565968211695e-01
1.767874979670159519e+01,2.948673935366815102e-01
1.768124979664571583e+01,2.946208416878742242e-01
1.768374979658983648e+01,2.946734508313625933e-01
1.768624979653395712e+01,2.935475404520251907e-01
1.768874979647807777e+01,2.947462704980911008e-01
1.769124979642219841e+01,2.949523274464843636e-01
1.769374979636631906e+01,2.960437077923188109e-01
1.769624979631043971e+01,2.959075354685554160e-01
1.769874979625456035e+01,2.958516007576352802e-01
1.770124979619868100e+01,2.960782343348742351e-01
1.770374979614280164e+01,2.972906597343992763e-01
1.770624979608692229e+01,2.963457707623571302e-01
1.770874979603104293e+01,2.963107915434070039e-01
1.771124979597516358e+01,2.959807337075254785e-01
1.771374979591928422e+01,2.967452984641892888e-01
1.771624979586340487e+01,2.969802532106400328e-01
1.771874979580752552e+01,2.954034867353394489e-01
1.772124979575164616e+01,2.951964934747778324e-01
1.772374979569576681e+01,2.957845929789332251e-01
1.772624979563988745e+01,2.967915553951714913e-01
1.772874979558400810e+01,2.967679279868901676e-01
1.773124979552812874e+01,2.974608504298861256e-01
1.773374979547224939e+01,2.979637767968058570e-01
1.773624979541637003e+01,2.975844671308892631e-01
1.773874979536049068e+01,2.972216827763392577e-01
1.774124979530461133e+01,2.966746922796553720e-01
1.774374979524873197e+01,2.964141199877469712e-01
1.774624979519285262e+01,2.962685571380680449e-01
1.774874979513697326e+01,2.970002591468372533e-01
1.775124979508109391e+01,2.972290434024098538e-01
1.775374979502521455e+01,2.972301735383312549e-01
1.775624979496933520e+01,2.968053685820330467e-01
1.775874979491345584e+01,2.966937217744167743e-01
1.776124979485757649e+01,2.975569364588886989e-01
1.776374979480169713e+01,2.979212543377768863e-01
1.776624979474581778e+01,3.000456905151870912e-01
1.776874979468993843e+01,3.002487775207063336e-01
1.777124979463405907e+01,2.994153384112495653e-01
1.777374979457817972e+01,2.988821986755076932e-01
1.777624979452230036e+01,2.991443591472336960e-01
1.777874979446642101e+01,2.981998405673114139e-01
1.778124979441054165e+01,2.978775296247047066e-01
1.778374979435466230e+01,2.978859913179160435e-01
1.778624979429878294e+01,2.973833009274748918e-01
