Lambda(micron),Flux(Jy)
1.553875010344199836e+01,2.266920928417289205e-01
1.554125010338611901e+01,2.274950446423066319e-01
1.554375010333023965e+01,2.253939794563505905e-01
1.554625010327436030e+01,2.271678740718267586e-01
1.554875010321848094e+01,2.296769588950150764e-01
1.555125010316260159e+01,2.274113545529158897e-01
1.555375010310672224e+01,2.276873127008222086e-01
1.555625010305084288e+01,2.311747867236622622e-01
1.555875010299496353e+01,2.309126188731985274e-01
1.556125010293908417e+01,2.281749417931515644e-01
1.556375010288320482e+01,2.312195407744778719e-01
1.556625010282732546e+01,2.342993656896616150e-01
1.556875010277144611e+01,2.339112009090327238e-01
1.557124984380789101e+01,2.331198673790851883e-01
1.557374984375201166e+01,2.359573201603527848e-01
1.557624984369613230e+01,2.382482645306442659e-01
1.557874984364025295e+01,2.382991664720648939e-01
1.558124984358437359e+01,2.385225183248444736e-01
1.558374984352849424e+01,2.395338973544840488e-01
1.558624984347261488e+01,2.401587873136966922e-01
1.558874984341673553e+01,2.407263786687533214e-01
1.559124984336085618e+01,2.406027055620627852e-01
1.559374984330497682e+01,2.418669643768273370e-01
1.559624984324909747e+01,2.427403804393258868e-01
1.559874984319321811e+01,2.427577378873483904e-01
1.560124984313733876e+01,2.439404521954271210e-01
1.560374984308145940e+01,2.451271467557839812e-01
1.560624984302558005e+01,2.451915438527729474e-01
1.560874984296970069e+01,2.453124158815000455e-01
1.561124984291382134e+01,2.467020202882301561e-01
1.561374984285794199e+01,2.479100122410090312e-01
1.561624984280206263e+01,2.480880632844395250e-01
1.561874984274618328e+01,2.487478026741438419e-01
1.562124984269030392e+01,2.496876455767317871e-01
1.562374984263442457e+01,2.530313026141408073e-01
1.562624984257854521e+01,2.538608509545329794e-01
1.562874984252266586e+01,2.525028192549834682e-01
1.563124984246678650e+01,2.524737588337931382e-01
1.563374984241090715e+01,2.517704676872805081e-01
1.563624984235502779e+01,2.522721242733865776e-01
1.563874984229914844e+01,2.523823096281754275e-01
1.564124984224326909e+01,2.528109437717316887e-01
1.564374984218738973e+01,2.527942324520878747e-01
1.564624984213151038e+01,2.527697114484656060e-01
1.564874984207563102e+01,2.536649068511585003e-01
1.565124984201975167e+01,2.539748360061889754e-01
1.565374984196387231e+01,2.541446500353920501e-01
1.565624984190799296e+01,2.544067852958764586e-01
1.565874984185211360e+01,2.556791477796320211e-01
1.566124984179623425e+01,2.563356106337261187e-01
1.566374984174035490e+01,2.570602354526431155e-01
1.566624984168447554e+01,2.577281254105831532e-01
1.566874984162859619e+01,2.593210537057122345e-01
1.567124984157271683e+01,2.607314639984056881e-01
1.567374984151683748e+01,2.612161231426087804e-01
1.567624984146095812e+01,2.622990119837523282e-01
1.567874984140507877e+01,2.621000643336016123e-01
1.568124984134919941e+01,2.633646392108670020e-01
1.568374984129332006e+01,2.639503792566874618e-01
1.568624984123744071e+01,2.646367612823736226e-01
1.568874984118156135e+01,2.652096515979142088e-01
1.569124984112568200e+01,2.660213476068888916e-01
1.569374984106980264e+01,2.671405143220550449e-01
1.569624984101392329e+01,2.676904702422152615e-01
1.569874984095804393e+01,2.682987135770500409e-01
1.570124984090216458e+01,2.681399014870844977e-01
1.570374984084628522e+01,2.692252604808313965e-01
1.570624984079040587e+01,2.693268814028558777e-01
1.570874984073452652e+01,2.697739686818078075e-01
1.571124984067864716e+01,2.694029498623431995e-01
1.571374984062276781e+01,2.693446145061875741e-01
1.571624984056688845e+01,2.712420083258977321e-01
1.571874984051100910e+01,2.703496919140763732e-01
1.572124984045512974e+01,2.706823643379822619e-01
1.572374984039925039e+01,2.707799453237448306e-01
1.572624984034337103e+01,2.717737855636856437e-01
1.572874984028749168e+01,2.714773001907949679e-01
1.573124984023161232e+01,2.721609855529447675e-01
1.573374984017573297e+01,2.739918329025204380e-01
1.573624984011985362e+01,2.781188055612487942e-01
1.573874984006397426e+01,2.791204147916346856e-01
1.574124984000809491e+01,2.765191286437889695e-01
1.574374983995221555e+01,2.754776482473240140e-01
1.574624983989633620e+01,2.742991902283078987e-01
1.574874983984045684e+01,2.755558339251732991e-01
1.575124983978457749e+01,2.761610616011892505e-01
1.575374983972869813e+01,2.757049449180967171e-01
1.575624983967281878e+01,2.765824413416538285e-01
1.575874983961693943e+01,2.772166100800523281e-01
1.576124983956106007e+01,2.784133732045836473e-01
1.576374983950518072e+01,2.773341984313739128e-01
1.576624983944930136e+01,2.775293940452046582e-01
1.576874983939342201e+01,2.783497526933449984e-01
1.577124983933754265e+01,2.778078661166871188e-01
1.577374983928166330e+01,2.780810373886794529e-01
1.577624983922578394e+01,2.774510746932193905e-01
1.577874983916990459e+01,2.783813760086981670e-01
1.578124983911402524e+01,2.779887576821300499e-01
1.578374983905814588e+01,2.786018036017348098e-01
1.578624983900226653e+01,2.790551175769067638e-01
1.578874983894638717e+01,2.792729583863001741e-01
1.579124983889050782e+01,2.794585319520074829e-01
1.579374983883462846e+01,2.808486235161125055e-01
1.579624983877874911e+01,2.824822931473019993e-01
1.579874983872286975e+01,2.797424390452762366e-01
1.580124983866699040e+01,2.800618491045898661e-01
1.580374983861111104e+01,2.801635543607735590e-01
1.580624983855523169e+01,2.808101890393495670e-01
1.580874983849935234e+01,2.800669258192377553e-01
1.581124983844347298e+01,2.794226131642646993e-01
1.581374983838759363e+01,2.808307601816767418e-01
1.581624983833171427e+01,2.809869351220840583e-01
1.581874983827583492e+01,2.812694193006927690e-01
1.582124983821995556e+01,2.814180688075224590e-01
1.582374983816407621e+01,2.820172175773967838e-01
1.582624983810819685e+01,2.820499723685748750e-01
1.582874983805231750e+01,2.821771209581420692e-01
1.583124983799643815e+01,2.832585882538902755e-01
1.583374983794055879e+01,2.823647727285568121e-01
1.583624983788467944e+01,2.817760008570159291e-01
1.583874983782880008e+01,2.809808763549023758e-01
1.584124983777292073e+01,2.827065471716951328e-01
1.584374983771704137e+01,2.818328809952905245e-01
1.584624983766116202e+01,2.814141443681628663e-01
1.584874983760528266e+01,2.813880358186563457e-01
1.585124983754940331e+01,2.816650759579549246e-01
1.585374983749352396e+01,2.822911020724504505e-01
1.585624983743764460e+01,2.815515178040651767e-01
1.585874983738176525e+01,2.825358257711191312e-01
1.586124983732588589e+01,2.825169411054487267e-01
1.586374983727000654e+01,2.828063740770684897e-01
1.586624983721412718e+01,2.821658463052837407e-01
1.586874983715824783e+01,2.836752073248824946e-01
1.587124983710236847e+01,2.844440314989820084e-01
1.587374983704648912e+01,2.833448536729133993e-01
1.587624983699060977e+01,2.848339201240679408e-01
1.587874983693473041e+01,2.842717864985031540e-01
1.588124983687885106e+01,2.839607065601195135e-01
1.588374983682297170e+01,2.833029762455425149e-01
1.588624983676709235e+01,2.840466785758614665e-01
1.588874983671121299e+01,2.842933376264717982e-01
1.589124983665533364e+01,2.844158317171689987e-01
1.589374983659945428e+01,2.851216230450613343e-01
1.589624983654357493e+01,2.840021670737199466e-01
1.589874983648769557e+01,2.858765367284656911e-01
1.590124983643181622e+01,2.842445531469651177e-01
1.590374983637593687e+01,2.847509790974233068e-01
1.590624983632005751e+01,2.852162533077169382e-01
1.590874983626417816e+01,2.850626484645427672e-01
1.591124983620829880e+01,2.844930933539717155e-01
1.591374983615241945e+01,2.845814792526652481e-01
1.591624983609654009e+01,2.855640039972119903e-01
1.591874983604066074e+01,2.840667778317627068e-01
1.592124983598478138e+01,2.833458044041776702e-01
1.592374983592890203e+01,2.793428784007901955e-01
1.592624983587302268e+01,2.786678864126439503e-01
1.592874983581714332e+01,2.821046674583074787e-01
1.593124983576126397e+01,2.844911822038056481e-01
1.593374983570538461e+01,2.856406749206152895e-01
1.593624983564950526e+01,2.848965380954642801e-01
1.593874983559362590e+01,2.849720057515877092e-01
1.594124983553774655e+01,2.843559398209386524e-01
1.594374983548186719e+01,2.852143648274345078e-01
1.594624983542598784e+01,2.838548158627039464e-01
1.594874983537010849e+01,2.833689527244332984e-01
1.595124983531422913e+01,2.834353196148123311e-01
1.595374983525834978e+01,2.837164110007930340e-01
1.595624983520247042e+01,2.836191638418035232e-01
1.595874983514659107e+01,2.831256026559950123e-01
1.596124983509071171e+01,2.853269252944474754e-01
1.596374983503483236e+01,2.855652015155791257e-01
1.596624983497895300e+01,2.862369568204797821e-01
1.596874983492307365e+01,2.858735106143140414e-01
1.597124983486719429e+01,2.861108902418912914e-01
1.597374983481131494e+01,2.860883794495531762e-01
1.597624983475543559e+01,2.850330473619871463e-01
1.597874983469955623e+01,2.857192228485929131e-01
1.598124983464367688e+01,2.865174412412188620e-01
1.598374983458779752e+01,2.863394347021882003e-01
1.598624983453191817e+01,2.861779722956002692e-01
1.598874983447603881e+01,2.885512091818006053e-01
1.599124983442015946e+01,2.909352447755997328e-01
1.599374983436428010e+01,2.892919970123528084e-01
1.599624983430840075e+01,2.854491625401330279e-01
1.599874983425252140e+01,2.827139920289914454e-01
1.600124983419664204e+01,2.818766800713565224e-01
1.600374983414076269e+01,2.833018631522927211e-01
1.600624983408488333e+01,2.851467529591515393e-01
1.600874983402900398e+01,2.858653182820585781e-01
1.601124983397312462e+01,2.854532706753367677e-01
1.601374983391724527e+01,2.854483758898220258e-01
1.601624983386136591e+01,2.865461466611542996e-01
1.601874983380548656e+01,2.887886268197393802e-01
1.602124983374960721e+01,2.865982711882840706e-01
1.602374983369372785e+01,2.848455437869705786e-01
1.602624983363784850e+01,2.849893527562079587e-01
1.602874983358196914e+01,2.851832194295125800e-01
1.603124983352608979e+01,2.838857610708601098e-01
1.603374983347021043e+01,2.839534614378194655e-01
1.603624983341433108e+01,2.850527595135453618e-01
1.603874983335845172e+01,2.853024600310541392e-01
1.604124983330257237e+01,2.859123715232145813e-01
1.604374983324669302e+01,2.865810391830783121e-01
1.604624983319081366e+01,2.864990385059258959e-01
1.604874983313493431e+01,2.851606820491133787e-01
1.605124983307905495e+01,2.843257636856302839e-01
1.605374983302317560e+01,2.848425394401241095e-01
1.605624983296729624e+01,2.850209311373263499e-01
1.605874983291141689e+01,2.847546062901178954e-01
1.606124983285553753e+01,2.840172117217376613e-01
1.606374983279965818e+01,2.849917020375068444e-01
1.606624983274377882e+01,2.851156853015328618e-01
1.606874983268789947e+01,2.844032903528214695e-01
1.607124983263202012e+01,2.836299752777760586e-01
1.607374983257614076e+01,2.844692893077622187e-01
1.607624983252026141e+01,2.850807223265157675e-01
1.607874983246438205e+01,2.853657542655915202e-01
1.608124983240850270e+01,2.836016232125075365e-01
1.608374983235262334e+01,2.841408098385196368e-01
1.608624983229674399e+01,2.845339868072029876e-01
1.608874983224086463e+01,2.834357444273370441e-01
1.609124983218498528e+01,2.828612882692772001e-01
1.609374983212910593e+01,2.808009492973010945e-01
1.609624983207322657e+01,2.795526004195176828e-01
1.609874983201734722e+01,2.824934818035964024e-01
1.610124983196146786e+01,2.832117817467981191e-01
1.610374983190558851e+01,2.851794087959195201e-01
1.610624983184970915e+01,2.833843947259430118e-01
1.610874983179382980e+01,2.835055562735385726e-01
1.611124983173795044e+01,2.858356020360550143e-01
1.611374983168207109e+01,2.873048048869570326e-01
1.611624983162619174e+01,2.854535870038068524e-01
1.611874983157031238e+01,2.843094938473791355e-01
1.612124983151443303e+01,2.854677452638932911e-01
1.612374983145855367e+01,2.846141535822724888e-01
1.612624983140267432e+01,2.844083525199606055e-01
1.612874983134679496e+01,2.850604537079141632e-01
1.613124983129091561e+01,2.854057763272189185e-01
1.613374983123503625e+01,2.843421375813363627e-01
1.613624983117915690e+01,2.836649692433354519e-01
1.613874983112327754e+01,2.837294255234967810e-01
1.614124983106739819e+01,2.844771077290690342e-01
1.614374983101151884e+01,2.839837624864836596e-01
1.614624983095563948e+01,2.836702909106559312e-01
1.614874983089976013e+01,2.844945288811648321e-01
1.615124983084388077e+01,2.843177462495391494e-01
1.615374983078800142e+01,2.840630717367904068e-01
1.615624983073212206e+01,2.837931197839512754e-01
1.615874983067624271e+01,2.838962544168873725e-01
1.616124983062036335e+01,2.840073919676016634e-01
1.616374983056448400e+01,2.828694795300666920e-01
1.616624983050860465e+01,2.831800905914079181e-01
1.616874983045272529e+01,2.841452789564931081e-01
1.617124983039684594e+01,2.846333129385167360e-01
1.617374983034096658e+01,2.838282967963571268e-01
1.617624983028508723e+01,2.835953568532462166e-01
1.617874983022920787e+01,2.841909470049693298e-01
1.618124983017332852e+01,2.844433015959800248e-01
1.618374983011744916e+01,2.837926637011790043e-01
1.618624983006156981e+01,2.838093617385260004e-01
1.618874983000569046e+01,2.854187916463775676e-01
1.619124982994981110e+01,2.847606842010813599e-01
1.619374982989393175e+01,2.844047203209008612e-01
1.619624982983805239e+01,2.855253661876002713e-01
1.619874982978217304e+01,2.868004243424972510e-01
1.620124982972629368e+01,2.858341651533919947e-01
1.620374982967041433e+01,2.841462666603832288e-01
1.620624982961453497e+01,2.847346752890576593e-01
1.620874982955865562e+01,2.858770132093286787e-01
1.621124982950277627e+01,2.845516159525710576e-01
1.621374982944689691e+01,2.829819135191965485e-01
1.621624982939101756e+01,2.838673975307225983e-01
1.621874982933513820e+01,2.842561363939379859e-01
1.622124982927925885e+01,2.828504515405274033e-01
1.622374982922337949e+01,2.831333070382154871e-01
1.622624982916750014e+01,2.840645528869688019e-01
1.622874982911162078e+01,2.863509158499958906e-01
1.623124982905574143e+01,2.878397091417747022e-01
1.623374982899986207e+01,2.862569016338584738e-01
1.623624982894398272e+01,2.838481454724180453e-01
1.623874982888810337e+01,2.835200061136108896e-01
1.624124982883222401e+01,2.833689623375792443e-01
1.624374982877634466e+01,2.832885073357342409e-01
1.624624982872046530e+01,2.841767351731561142e-01
1.624874982866458595e+01,2.839119093171411090e-01
1.625124982860870659e+01,2.842349271103468134e-01
1.625374982855282724e+01,2.836709577129463700e-01
1.625624982849694788e+01,2.847519522442127360e-01
1.625874982844106853e+01,2.839415508553445600e-01
1.626124982838518918e+01,2.846257054007189646e-01
1.626374982832930982e+01,2.836572155734157219e-01
1.626624982827343047e+01,2.841769867452787479e-01
1.626874982821755111e+01,2.840547691744877978e-01
1.627124982816167176e+01,2.844823438998997922e-01
1.627374982810579240e+01,2.845873241150890798e-01
1.627624982804991305e+01,2.825292564529565120e-01
1.627874982799403369e+01,2.825174350985689142e-01
1.628124982793815434e+01,2.818141351961624963e-01
1.628374982788227499e+01,2.837279604131289212e-01
1.628624982782639563e+01,2.829769336390862144e-01
1.628874982777051628e+01,2.822850948507762414e-01
1.629124982771463692e+01,2.830323957834950388e-01
1.629374982765875757e+01,2.834230891120002593e-01
1.629624982760287821e+01,2.836635701844683610e-01
1.629874982754699886e+01,2.832956290179499126e-01
1.630124982749111950e+01,2.836960505631185292e-01
1.630374982743524015e+01,2.830711607433424870e-01
1.630624982737936080e+01,2.839534277214064151e-01
1.630874982732348144e+01,2.830560632805996235e-01
1.631124982726760209e+01,2.837892466577843220e-01
1.631374982721172273e+01,2.837513746210532095e-01
1.631624982715584338e+01,2.834626042591338324e-01
1.631874982709996402e+01,2.826818907292294458e-01
1.632124982704408467e+01,2.829253216595225551e-01
1.632374982698820531e+01,2.841361378023843365e-01
1.632624982693232596e+01,2.838462861556021455e-01
1.632874982687644660e+01,2.836899671871511708e-01
1.633124982682056725e+01,2.830476392748605408e-01
1.633374982676468790e+01,2.838566198714592703e-01
1.633624982670880854e+01,2.833122456075051199e-01
1.633874982665292919e+01,2.840106093526307274e-01
1.634124982659704983e+01,2.830938603873169312e-01
1.634374982654117048e+01,2.835838546933646676e-01
1.634624982648529112e+01,2.837287068505665588e-01
1.634874982642941177e+01,2.828496635272110815e-01
1.635124982637353241e+01,2.834729703644571219e-01
1.635374982631765306e+01,2.829443397571976271e-01
1.635624982626177371e+01,2.836237627966262664e-01
1.635874982620589435e+01,2.826570793590188480e-01
1.636124982615001500e+01,2.831770126030812573e-01
1.636374982609413564e+01,2.822334954612414903e-01
1.636624982603825629e+01,2.836746066709303071e-01
1.636874982598237693e+01,2.828667752445251926e-01
1.637124982592649758e+01,2.825813538317588636e-01
1.637374982587061822e+01,2.829045457994714408e-01
1.637624982581473887e+01,2.828571588834881134e-01
1.637874982575885952e+01,2.828185730462662306e-01
1.638124982570298016e+01,2.823694082363532587e-01
1.638374982564710081e+01,2.835867049112306693e-01
1.638624982559122145e+01,2.821946002290886546e-01
1.638874982553534210e+01,2.837618178061524499e-01
1.639124982547946274e+01,2.832920719559636202e-01
1.639374982542358339e+01,2.832570319150103932e-01
1.639624982536770403e+01,2.830598676489779475e-01
1.639874982531182468e+01,2.833755280154951484e-01
1.640124982525594532e+01,2.840340063026400852e-01
1.640374982520006597e+01,2.839872870906189339e-01
1.640624982514418662e+01,2.847031521181048741e-01
1.640874982508830726e+01,2.835046858396358949e-01
1.641124982503242791e+01,2.841011273638421319e-01
1.641374982497654855e+01,2.838425945231113912e-01
1.641624982492066920e+01,2.852253437534689740e-01
1.641874982486478984e+01,2.848478455178289903e-01
1.642124982480891049e+01,2.844506718233122400e-01
1.642374982475303113e+01,2.837867250983670542e-01
1.642624982469715178e+01,2.847254206958541034e-01
1.642874982464127243e+01,2.841128276755490178e-01
1.643124982458539307e+01,2.837602029275563265e-01
1.643374982452951372e+01,2.843530029969932316e-01
1.643624982447363436e+01,2.836915668323768958e-01
1.643874982441775501e+01,2.835568164854555540e-01
1.644124982436187565e+01,2.835383782335316738e-01
1.644374982430599630e+01,2.833144756155297483e-01
1.644624982425011694e+01,2.828196577972547088e-01
1.644874982419423759e+01,2.838393091206359298e-01
1.645124982413835824e+01,2.828082931834451919e-01
1.645374982408247888e+01,2.829411124588879778e-01
1.645624982402659953e+01,2.832502634194390412e-01
1.645874982397072017e+01,2.827435262685022432e-01
1.646124982391484082e+01,2.829419999797548324e-01
1.646374982385896146e+01,2.826066505183807975e-01
1.646624982380308211e+01,2.830096872364677996e-01
1.646874982374720275e+01,2.829752846412253442e-01
1.647124982369132340e+01,2.828294294981076318e-01
1.647374982363544405e+01,2.825482659530192953e-01
1.647624982357956469e+01,2.838752356999240667e-01
1.647874982352368534e+01,2.835194912112499743e-01
1.648124982346780598e+01,2.834822535465471582e-01
1.648374982341192663e+01,2.837439874282894348e-01
1.648624982335604727e+01,2.837360736871081812e-01
1.648874982330016792e+01,2.840789481962758822e-01
1.649124982324428856e+01,2.828245368182801256e-01
1.649374982318840921e+01,2.827557834708110396e-01
1.649624982313252985e+01,2.835498568851009815e-01
1.649874982307665050e+01,2.831351144607643366e-01
1.650124982302077115e+01,2.833492137502290897e-01
1.650374982296489179e+01,2.849708254022457199e-01
1.650624982290901244e+01,2.851154156823709207e-01
1.650874982285313308e+01,2.849721853540638228e-01
1.651124982279725373e+01,2.839963984966702992e-01
1.651374982274137437e+01,2.838542333523239591e-01
1.651624982268549502e+01,2.837194450115667621e-01
1.651874982262961566e+01,2.841162035351234572e-01
1.652124982257373631e+01,2.833986525634698550e-01
1.652374982251785696e+01,2.836166716782092534e-01
1.652624982246197760e+01,2.839668664326962522e-01
1.652874982240609825e+01,2.832430986679971840e-01
1.653124982235021889e+01,2.830407054203322725e-01
1.653374982229433954e+01,2.833019143002074580e-01
1.653624982223846018e+01,2.834815494990148288e-01
1.653874982218258083e+01,2.834391846876031518e-01
1.654124982212670147e+01,2.840599489503583541e-01
1.654374982207082212e+01,2.857866462522644091e-01
1.654624982201494277e+01,2.856425032041439716e-01
1.654874982195906341e+01,2.843150661370089094e-01
1.655124982190318406e+01,2.839426866113222703e-01
1.655374982184730470e+01,2.838948982912568031e-01
1.655624982179142535e+01,2.846704470599644154e-01
1.655874982173554599e+01,2.845706660407372190e-01
1.656124982167966664e+01,2.846692720138465638e-01
1.656374982162378728e+01,2.849806286482677309e-01
1.656624982156790793e+01,2.849948425833876975e-01
1.656874982151202857e+01,2.841557723542030844e-01
1.657124982145614922e+01,2.842129612092437196e-01
1.657374982140026987e+01,2.842153858081377660e-01
1.657624982134439051e+01,2.844986908847016993e-01
1.657874982128851116e+01,2.844042702279391821e-01
1.658124982123263180e+01,2.840196890785967598e-01
1.658374982117675245e+01,2.843443670469021356e-01
1.658624982112087309e+01,2.849855449011209352e-01
1.658874982106499374e+01,2.845634293509378687e-01
1.659124982100911438e+01,2.840892839006701198e-01
1.659374982095323503e+01,2.843246272526179785e-01
1.659624982089735568e+01,2.843606681872450359e-01
1.659874982084147632e+01,2.849494565209042540e-01
1.660124982078559697e+01,2.838002077701960446e-01
1.660374982072971761e+01,2.843340901394684206e-01
1.660624982067383826e+01,2.855156266033660462e-01
1.660874982061795890e+01,2.852230604008714199e-01
1.661124982056207955e+01,2.842160074537907199e-01
1.661374982050620019e+01,2.847291883439197480e-01
1.661624982045032084e+01,2.856112065451732462e-01
1.661874982039444149e+01,2.846507515146309841e-01
1.662124982033856213e+01,2.838288479619592297e-01
1.662374982028268278e+01,2.845107529448788197e-01
1.662624982022680342e+01,2.854968091612339887e-01
1.662874982017092407e+01,2.851478328659616812e-01
1.663124982011504471e+01,2.849977984193980962e-01
1.663374982005916536e+01,2.851011451364328653e-01
1.663624982000328600e+01,2.843334493450633826e-01
1.663874981994740665e+01,2.839811595239117858e-01
1.664124981989152730e+01,2.833731506862322003e-01
1.664374981983564794e+01,2.840111559907945171e-01
1.664624981977976859e+01,2.849824147050430967e-01
1.664874981972388923e+01,2.844538695231849657e-01
1.665124981966800988e+01,2.845866891208327920e-01
1.665374981961213052e+01,2.842926093165955570e-01
1.665624981955625117e+01,2.850725078440357607e-01
1.665874981950037181e+01,2.853406811322087289e-01
1.666124981944449246e+01,2.866110106135733582e-01
1.666374981938861310e+01,2.893448831768113960e-01
1.666624981933273375e+01,2.865413684413051776e-01
1.666874981927685440e+01,2.855252155882662679e-01
1.667124981922097504e+01,2.838493774609027187e-01
1.667374981916509569e+01,2.850610649742356117e-01
1.667624981910921633e+01,2.851823026523931937e-01
1.667874981905333698e+01,2.854358602821949198e-01
1.668124981899745762e+01,2.853730089093530764e-01
1.668374981894157827e+01,2.848182608814635586e-01
1.668624981888569891e+01,2.852102982470589021e-01
1.668874981882981956e+01,2.859389180374939943e-01
1.669124981877394021e+01,2.855887316370509521e-01
1.669374981871806085e+01,2.848055836286139120e-01
1.669624981866218150e+01,2.860216324172468738e-01
1.669874981860630214e+01,2.859612976356782355e-01
1.670124981855042279e+01,2.854819305903854576e-01
1.670374981849454343e+01,2.849359132371772074e-01
1.670624981843866408e+01,2.866558615096526652e-01
1.670874981838278472e+01,2.870036301606390672e-01
1.671124981832690537e+01,2.855533093160169678e-01
1.671374981827102602e+01,2.851189403789253229e-01
1.671624981821514666e+01,2.859630325865691880e-01
1.671874981815926731e+01,2.852478493352153532e-01
1.672124981810338795e+01,2.841896636944242771e-01
1.672374981804750860e+01,2.845003722077503183e-01
1.672624981799162924e+01,2.848342969148618398e-01
1.672874981793574989e+01,2.855200679220668003e-01
1.673124981787987053e+01,2.852694897956379871e-01
1.673374981782399118e+01,2.848042573847013870e-01
1.673624981776811182e+01,2.844831184772574351e-01
1.673874981771223247e+01,2.853100919828144844e-01
1.674124981765635312e+01,2.848454372188428119e-01
1.674374981760047376e+01,2.846344783078326168e-01
1.674624981754459441e+01,2.857057020458198537e-01
1.674874981748871505e+01,2.859457020476338651e-01
1.675124981743283570e+01,2.849105090459167489e-01
1.675374981737695634e+01,2.846900300280177931e-01
1.675624981732107699e+01,2.856032530283514337e-01
1.675874981726519763e+01,2.855437756201996691e-01
1.676124981720931828e+01,2.862015728925444980e-01
1.676374981715343893e+01,2.848709372251975736e-01
1.676624981709755957e+01,2.853325592320090642e-01
1.676874981704168022e+01,2.853515211739485191e-01
1.677124981698580086e+01,2.869583096256257404e-01
1.677374981692992151e+01,2.856458150636076998e-01
1.677624981687404215e+01,2.853856289541488178e-01
1.677874981681816280e+01,2.867761673700570113e-01
1.678124981676228344e+01,2.861388076539296832e-01
1.678374981670640409e+01,2.850979757077928833e-01
1.678624981665052474e+01,2.854867308951978266e-01
1.678874981659464538e+01,2.865491869287041249e-01
1.679124981653876603e+01,2.861571631939588967e-01
1.679374981648288667e+01,2.853991846668628707e-01
1.679624981642700732e+01,2.859230944314886669e-01
1.679874981637112796e+01,2.867372155599265393e-01
1.680124981631524861e+01,2.861982510697799187e-01
1.680374981625936925e+01,2.876884569328019836e-01
1.680624981620348990e+01,2.892271939382437540e-01
1.680874981614761055e+01,2.891030455994871851e-01
1.681124981609173119e+01,2.873857511514382734e-01
1.681374981603585184e+01,2.865106187356543654e-01
1.681624981597997248e+01,2.860694649312435223e-01
1.681874981592409313e+01,2.863775968208141509e-01
1.682124981586821377e+01,2.872127792077147634e-01
1.682374981581233442e+01,2.863169842352545902e-01
1.682624981575645506e+01,2.855876711021759218e-01
1.682874981570057571e+01,2.859474224802211473e-01
1.683124981564469635e+01,2.866861159357005362e-01
1.683374981558881700e+01,2.858806949659701280e-01
1.683624981553293765e+01,2.873881588279748600e-01
1.683874981547705829e+01,2.896203203045903396e-01
1.684124981542117894e+01,2.902287987514183820e-01
1.684374981536529958e+01,2.872390531295662686e-01
1.684624981530942023e+01,2.859348438503447332e-01
1.684874981525354087e+01,2.859562920452087820e-01
1.685124981519766152e+01,2.873726103647857855e-01
1.685374981514178216e+01,2.870720416466039371e-01
1.685624981508590281e+01,2.865402223160427031e-01
1.685874981503002346e+01,2.870528097990460159e-01
1.686124981497414410e+01,2.870694247287002288e-01
1.686374981491826475e+01,2.874626284588361891e-01
1.686624981486238539e+01,2.882436170875974923e-01
1.686874981480650604e+01,2.889755802591913447e-01
1.687124981475062668e+01,2.890333388591389552e-01
1.687374981469474733e+01,2.881687646536388314e-01
1.687624981463886797e+01,2.874111949869248561e-01
1.687874981458298862e+01,2.864119982287895438e-01
1.688124981452710927e+01,2.857900768596051133e-01
1.688374981447122991e+01,2.874543901823586878e-01
1.688624981441535056e+01,2.885489874321462977e-01
1.688874981435947120e+01,2.918522454658870613e-01
1.689124981430359185e+01,2.914770867523435172e-01
1.689374981424771249e+01,2.884950675266684805e-01
1.689624981419183314e+01,2.883617741001674450e-01
1.689874981413595378e+01,2.920699011593793082e-01
1.690124981408007443e+01,2.922516456286372022e-01
1.690374981402419508e+01,2.888694863961851489e-01
1.690624981396831572e+01,2.866237552521365139e-01
1.690874981391243637e+01,2.862510444439405055e-01
1.691124981385655701e+01,2.861443655656686347e-01
1.691374981380067766e+01,2.862512478867167420e-01
1.691624981374479830e+01,2.864814098337530313e-01
1.691874981368891895e+01,2.858785233800669734e-01
1.692124981363303959e+01,2.858751312283397961e-01
1.692374981357716024e+01,2.857370367550823298e-01
1.692624981352128088e+01,2.855129167647098565e-01
1.692874981346540153e+01,2.846635234696639483e-01
1.693124981340952218e+01,2.849301015549860483e-01
1.693374981335364282e+01,2.856977576901439941e-01
1.693624981329776347e+01,2.861134736535614342e-01
1.693874981324188411e+01,2.853261555085286894e-01
1.694124981318600476e+01,2.855476502027211594e-01
1.694374981313012540e+01,2.862325917078029636e-01
1.694624981307424605e+01,2.863208903534593119e-01
1.694874981301836669e+01,2.861803179888045556e-01
1.695124981296248734e+01,2.862133329683609340e-01
1.695374981290660799e+01,2.857672433462329353e-01
1.695624981285072863e+01,2.858677023614220603e-01
1.695874981279484928e+01,2.868026017217088497e-01
1.696124981273896992e+01,2.871193909296887448e-01
1.696374981268309057e+01,2.864408533297260195e-01
1.696624981262721121e+01,2.862758090583996107e-01
1.696874981257133186e+01,2.867704175912453857e-01
1.697124981251545250e+01,2.864081552792259733e-01
1.697374981245957315e+01,2.866414869768758589e-01
1.697624981240369380e+01,2.873586421582436379e-01
1.697874981234781444e+01,2.863486089017688863e-01
1.698124981229193509e+01,2.855544822972074792e-01
1.698374981223605573e+01,2.863310464265265143e-01
1.698624981218017638e+01,2.874047492913954782e-01
1.698874981212429702e+01,2.870508806114081546e-01
1.699124981206841767e+01,2.854741517009966589e-01
